department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,71838.7,1008.3,0.0,14,72847.0,0.014035610332592322
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,F,71838.7,462.69,0.0,14,72301.39,0.0064406789098355064
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,69184.65,0.0,0.0,18,69184.65,0.0
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,136359.0,0.0,0.0,N27,136359.0,0.0
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,124464.0,41.05,0.0,24,124505.05,0.0003298142434760252
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,88385.0,14857.77,0.0,C4,103242.77,0.16810284550545906
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,85821.18,898.62,0.0,N18,86719.79999999999,0.010470841813174791
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,31796.4,0.0,0.0,10,31796.4,0.0
DHS,Office of Emergency Management and Homeland Security,DHS 49 Policy and Planning,F,169555.0,0.0,0.0,M3,169555.0,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,95458.0,0.0,0.0,18,95458.0,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,83837.0,0.0,0.0,15,83837.0,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,91392.0,0.0,0.0,N17,91392.0,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,232810.2,0.0,0.0,MD4,232810.2,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,120947.0,0.0,0.0,N25,120947.0,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,115542.42,0.0,0.0,23,115542.42,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,31796.4,0.0,0.0,10,31796.4,0.0
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,29292.05,0.0,T1,119110.85,0.32612381817615016
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,9184.57,0.0,T1,99003.37,0.1022566545088556
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88710.09,23963.95,0.0,T1,112674.04,0.27013781634084694
HCA,Department of Housing and Community Affairs,HCA 76 Housing Development,M,67401.15,0.0,0.0,13,67401.15,0.0
DOT,Department of Transportation,DOT 50 Transit COS Marketing,M,130181.0,0.0,0.0,N25,130181.0,0.0
CAT,County Attorney's Office,CAT 30 Finance and Procurement,F,27949.5,0.0,0.0,N5,27949.5,0.0
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,96806.0,0.0,0.0,20,96806.0,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,136188.0,4211.97,0.0,N26,140399.97,0.030927614767820955
DEP,Department of Environmental Protection,DEP 80 Recycling and Resource Management Division,M,27949.57,0.0,0.0,5,27949.57,0.0
OHR,Office of Human Resources,OHR 33 Recruitment and Selection,F,113837.0,0.0,0.0,N22,113837.0,0.0
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,132121.43,0.0,0.0,M3,132121.43,0.0
FRS,Fire and Rescue Services,FRS 45 Planning and Accreditation,F,159235.63,0.0,0.0,M3,159235.63,0.0
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,25085.55,0.0,0.0,12,25085.55,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,104197.0,3435.26,0.0,20,107632.26,0.032968895457642734
LIB,Department of Public Libraries,LIB 71 Business Office,F,86377.89,0.0,0.0,N21,86377.89,0.0
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,35924.38,0.0,0.0,18,35924.38,0.0
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,46936.12,0.0,0.0,23,46936.12,0.0
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,28178.14,0.0,0.0,13,28178.14,0.0
FRS,Fire and Rescue Services,FRS 45 Station 23,M,100215.0,24012.58,0.0,F3,124227.58,0.23961063713017014
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,88385.0,68124.87,0.0,C4,156509.87,0.7707741132545115
LIB,Department of Public Libraries,LIB 71 Olney Library,F,38934.88,0.0,0.0,18,38934.88,0.0
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75081.98,3907.47,0.0,15,78989.45,0.05204271384425398
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,136188.0,0.0,0.0,N26,136188.0,0.0
FRS,Fire and Rescue Services,FRS 45 Procurement,F,130181.0,0.0,0.0,25,130181.0,0.0
DPS,Department of Permitting Services,DPS 75 Customer Support,F,146798.38,0.0,0.0,M3,146798.38,0.0
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,169555.0,0.0,0.0,M3,169555.0,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division Vehicle Recovery Section,M,90955.85,12804.19,0.0,N18,103760.04000000001,0.1407736830561201
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61960.01,1019.36,0.0,10,62979.37,0.016451901799241154
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719.0,18160.93,0.0,19,117879.93,0.1821210601791033
CCL,County Council,CCL 01 Council Members and Staff,M,142513.88,0.0,0.0,LB3,142513.88,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Voice Services,M,88686.0,756.34,0.0,18,89442.34,0.008528290823805336
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,76169.13,26839.44,0.0,15,103008.57,0.35236637204599813
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108678.1,0.0,0.0,23,108678.1,0.0
OIG,Office of the Inspector General,OIG 06 Office of the Inspector General,F,149112.0,0.0,0.0,N28,149112.0,0.0
FIN,Department of Finance,FIN 32 Division of Fiscal Management,F,149112.0,0.0,0.0,N28,149112.0,0.0
DPS,Department of Permitting Services,DPS 75 Director's Office,F,149112.0,0.0,0.0,N28,149112.0,0.0
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,119032.0,3629.16,0.0,23,122661.16,0.03048894414947241
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,96556.0,23259.41,0.0,C5,119815.41,0.2408903641410166
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,76986.0,0.0,0.0,13,76986.0,0.0
FIN,Department of Finance,FIN 32 Timekeeping and Payroll,M,169555.0,0.0,0.0,M3,169555.0,0.0
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,31409.64,0.0,0.0,13,31409.64,0.0
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,130181.0,0.0,0.0,N25,130181.0,0.0
DPS,Department of Permitting Services,DPS 75 Customer Support,M,91392.0,0.0,0.0,17,91392.0,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Affordable Housing Programs,F,81470.07,0.0,0.0,16,81470.07,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,86934.7,2850.25,0.0,20,89784.95,0.03278610267246566
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,119032.0,2605.77,0.0,23,121637.77,0.02189134014382687
REC,Department of Recreation,REC 72 Facilities Division,F,108899.0,0.0,0.0,21,108899.0,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,31796.75,0.0,0.0,10,31796.75,0.0
BOE,Board of Elections,BOE 24 Information Technology Division,F,108899.0,9212.43,0.0,21,118111.43,0.08459609362804066
REC,Department of Recreation,REC 72 Information Technology,F,76044.55,0.0,0.0,18,76044.55,0.0
POL,Department of Police,POL 47 MSB Personnel Division Administration,F,119032.0,0.0,0.0,N23,119032.0,0.0
FIN,Department of Finance,FIN 32 Information Technology,M,175191.34,0.0,0.0,N32,175191.34,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,157085.93,0.0,0.0,M3,157085.93,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,M,78189.76,451.11,0.0,16,78640.87,0.005769425561608068
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,80612.99,0.0,0.0,16,80612.99,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,87523.0,0.0,0.0,16,87523.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCDC Central Processing Unit,F,105990.0,56513.56,0.0,C6,162503.56,0.5331970940654779
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,38023.86,0.0,0.0,18,38023.86,0.0
COR,Correction and Rehabilitation,COR 42 DS Intake Classification and Re-Entry Services,F,112046.58,2185.87,0.0,24,114232.45,0.019508582948270264
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,67702.84,403.01,0.0,13,68105.84999999999,0.005952630642968596
LIB,Department of Public Libraries,LIB 71 Davis Library,M,31719.68,0.0,0.0,13,31719.68,0.0
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,113837.0,0.0,0.0,N22,113837.0,0.0
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,95458.0,29234.52,0.0,18,124692.52,0.30625531647426096
LIB,Department of Public Libraries,LIB 71 Olney Library,F,121918.04,0.0,0.0,24,121918.04,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,153253.16,0.0,0.0,M3,153253.16,0.0
DGS,Department of General Services,DGS 36 Central Duplicating,M,87523.0,551.99,0.0,16,88074.99,0.006306799355597957
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,105990.0,55743.14,0.0,C6,161733.14,0.5259282951221813
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,31796.75,0.0,0.0,10,31796.75,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,90122.89,186.59,0.0,18,90309.48,0.0020703952125813987
FRS,Fire and Rescue Services,FRS 45 Facilities,F,107482.06,0.0,0.0,N23,107482.06,0.0
LIB,Department of Public Libraries,LIB 71 Davis Library,F,54449.77,0.0,0.0,21,54449.77,0.0
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,84108.07,0.0,0.0,16,84108.07,0.0
DOT,Department of Transportation,DOT 50 Transit Management Services,F,103269.87,0.0,0.0,N23,103269.87,0.0
LIB,Department of Public Libraries,LIB 71 Damascus Library,M,84948.67,0.0,0.0,N20,84948.67,0.0
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,88385.0,26521.77,0.0,C4,114906.77,0.30007093963907905
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,93922.31,0.0,0.0,N23,93922.31,0.0
DGS,Department of General Services,DGS 36 Planning and Development,F,142495.0,0.0,0.0,N27,142495.0,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,87070.49,0.0,0.0,18,87070.49,0.0
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,104838.78,0.0,0.0,24,104838.78,0.0
REC,Department of Recreation,REC 72 Office of the Director,F,194711.93,0.0,0.0,M2,194711.93,0.0
POL,Department of Police,POL 47 MSB Communications Division,F,94820.98,18451.37,0.0,19,113272.34999999999,0.1945916399514116
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,F,102019.55,0.0,0.0,N23,102019.55,0.0
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,138472.43,0.0,0.0,M3,138472.43,0.0
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,35650.65,0.0,0.0,13,35650.65,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,102185.46,330.75,0.0,N25,102516.21,0.0032367618641634534
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,110950.38,0.0,0.0,21,110950.38,0.0
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,100260.34,0.0,0.0,N20,100260.34,0.0
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,130181.0,0.0,0.0,N25,130181.0,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,66537.25,0.0,0.0,13,66537.25,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,69872.74,0.0,0.0,16,69872.74,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,73406.59,0.0,0.0,14,73406.59,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,73406.59,1220.79,0.0,14,74627.37999999999,0.0166305232268656
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,91311.22,748.02,0.0,20,92059.24,0.008191983416714834
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,91311.22,56.44,0.0,20,91367.66,0.0006181058581847882
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,80594.82,1589.11,0.0,18,82183.93000000001,0.01971727215223013
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,74279.26,234.04,0.0,16,74513.29999999999,0.003150812218646228
POL,Department of Police,POL 47 PSB 6th District Patrol,F,97013.0,128.82,0.0,P4,97141.82,0.0013278632760557862
POL,Department of Police,POL 47 PSB 4th District Special Assignment Team,M,87499.0,13258.49,0.0,P4,100757.49,0.1515273317409342
DOT,Department of Transportation,DOT 50 Commuter Services,F,130181.0,0.0,0.0,N25,130181.0,0.0
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,119032.0,0.0,0.0,23,119032.0,0.0
DPS,Department of Permitting Services,DPS 75 Land Development Division,F,194980.0,0.0,0.0,M2,194980.0,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,59516.0,0.0,0.0,N23,59516.0,0.0
DPS,Department of Permitting Services,DPS 75 Residential Plan Review,M,169555.0,0.0,0.0,M3,169555.0,0.0
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Plan Review,M,136188.0,0.0,0.0,26,136188.0,0.0
DPS,Department of Permitting Services,DPS 75 Residential Inspections,M,110588.0,0.0,0.0,23,110588.0,0.0
DPS,Department of Permitting Services,DPS 75 Well and Septic Review and Inspections,F,163123.18,0.0,0.0,M3,163123.18,0.0
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,M,103923.0,22117.17,0.0,P4,126040.17,0.21282266678213677
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,97013.0,4860.35,0.0,P4,101873.35,0.05009998659973406
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,28542.29,0.0,0.0,10,28542.29,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,99719.0,44479.86,0.0,19,144198.86,0.44605200613724566
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,113837.0,3342.77,0.0,N22,117179.77,0.02936452998585697
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,91392.0,0.0,0.0,17,91392.0,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,95425.0,3802.58,0.0,19,99227.58,0.03984888656012575
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,83167.37,83623.94,0.0,T1,166791.31,1.0054897732127397
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59880.75,11402.23,0.0,T1,71282.98,0.19041561770685905
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,13885.24,0.0,T1,102595.33,0.15652379565841948
DGS,Department of General Services,DGS 36 Real Estate Office,F,130181.0,2180.55,0.0,N25,132361.55,0.016750140189428567
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,117512.03,0.0,0.0,N28,117512.03,0.0
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Plan Review,M,136188.0,0.0,0.0,26,136188.0,0.0
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,F,124464.0,5049.93,0.0,24,129513.93,0.04057341881989973
DOT,Department of Transportation,DOT 50 Highway Services,M,78974.37,20592.98,0.0,N18,99567.34999999999,0.260755229829627
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,163363.0,0.0,0.0,N30,163363.0,0.0
POL,Department of Police,POL 47 FSB Security Services Division,F,69163.72,7511.32,0.0,15,76675.04000000001,0.10860202429828818
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,34495.09,0.0,0.0,13,34495.09,0.0
DPS,Department of Permitting Services,DPS 75 Central Services Unit,F,95458.0,0.0,0.0,N18,95458.0,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,72777.27,18180.01,0.0,15,90957.28,0.24980340702529782
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719.0,1376.34,0.0,19,101095.34,0.013802184137426166
DOT,Department of Transportation,DOT 50 Highway Services,M,77827.97,29756.64,0.0,16,107584.61,0.3823386373819078
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,93514.0,7559.36,0.0,C5,101073.36,0.08083666616763265
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,99719.0,60960.5,0.0,19,160679.5,0.6113228171160963
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,62884.43,0.0,0.0,13,62884.43,0.0
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,26512.79,0.0,0.0,8,26512.79,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67613.96,0.0,0.0,16,67613.96,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,65544.18,0.0,0.0,16,65544.18,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67613.99,0.0,0.0,16,67613.99,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,124464.0,0.0,0.0,24,124464.0,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74428.33,0.0,0.0,16,74428.33,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,82854.24,0.0,0.0,21,82854.24,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67613.99,0.0,0.0,16,67613.99,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67308.96,0.0,0.0,16,67308.96,0.0
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,88710.09,0.0,0.0,T1,88710.09,0.0
DOT,Department of Transportation,DOT 50 Transit Central Communication,M,95458.0,11774.74,0.0,18,107232.74,0.12334995495401119
